name|title|year|rank|releasedate|agg_genres
Roberts, Eric (I)|8 of Diamonds (2006)|2006|4.2 |2006-02-15|Crime
Brown, Jim (I)|I Escaped from Devil's Island (1973)|1973|4.9 |1973-09-01|Action;Adventure
Jackman, Hugh|X-Men Origins: Wolverine (2009)|2009|6.7 |2009-05-01|Action;Adventure;Sci-Fi;Thriller
Avalon, Frankie|Muscle Beach Party (1964)|1964|4.5 |1964-03-25|Comedy;Musical
Sandler, Adam (I)|Hotel Transylvania (2012)|2012|7.1 |2012-09-28|Animation;Comedy;Family;Fantasy
Williamson, Fred|Blind Rage (1978)|1978|3.8 |1978-04-01|Action;Comedy
Saxon, John|Hellmaster (1992)|1992|2.5 |1992-12-16|Horror
Depp, Johnny|Fear and Loathing in Las Vegas (1998)|1998|7.7 |1998-05-22|Comedy
Brody, Adrien|The Jacket (2005)|2005|7.1 |2005-03-04|Drama;Horror;Mystery;Sci-Fi;Thriller
Shaw, Scott (I)|Undercover X (2001)|2001|7.2 |2001-08-03|Action
Bridges, Jeff (I)|Winter Kills (1979)|1979|6.4 |1979-05-11|Drama;Thriller
Neeson, Liam|Under Suspicion (1991)|1991|6.5 |1992-02-28|Crime;Drama;Thriller
Cage, Nicolas|Bringing Out the Dead (1999)|1999|6.8 |1999-10-22|Drama;Thriller
Bridges, Jeff (I)|Fearless (1993)|1993|7.2 |1993-10-15|Drama;Thriller
Cusack, John (I)|Grosse Pointe Blank (1997)|1997|7.4 |1997-04-11|Comedy;Crime;Romance;Thriller
Singer, Marc (I)|Street Corner Justice (1996)|1996|4.2 |1996-10-02|Action
Kline, Kevin (I)|In & Out (1997)|1997|6.3 |1997-09-19|Comedy
Myers, Mike (I)|Shrek the Third (2007)|2007|6.0 |2007-05-18|Adventure;Animation;Comedy;Family;Fantasy
Depardieu, Gérard|Cyrano de Bergerac (1990)|1990|7.6 |1990-12-01|Biography;Comedy;Drama;History;Romance
Nozawa, Masako|Doragon bôru Z: Fukkatsu no 'F' (2015)|2015|8.1 |2015-08-04|Action;Adventure;Animation;Comedy;Fantasy;Sci-Fi
Russell, Kurt (I)|Big Trouble in Little China (1986)|1986|7.3 |1986-07-02|Action;Adventure;Comedy;Fantasy
Slater, Christian (I)|Murder in the First (1995)|1995|7.3 |1995-01-20|Drama;Thriller
Fox, Michael J. (I)|Back to the Future Part II (1989)|1989|7.8 |1989-11-22|Action;Adventure;Comedy;Sci-Fi
Hill, Terence (I)|Non c'è due senza quattro (1984)|1984|7.2 |1984-11-16|Action;Comedy
Kilmer, Val|Batman Forever (1995)|1995|5.4 |1995-06-16|Action;Adventure;Fantasy
Costner, Kevin|The Bodyguard (1992)|1992|6.1 |1992-11-25|Action;Drama;Music;Romance;Thriller
Wilson, Owen (I)|Behind Enemy Lines (2001)|2001|6.4 |2001-11-30|Action;Drama;Thriller;War
Varney, Jim (I)|Ernest Scared Stupid (1991)|1991|5.7 |1991-10-11|Comedy;Family;Fantasy;Horror
Gyllenhaal, Jake|Zodiac (2007)|2007|7.7 |2007-03-02|Crime;Drama;Mystery;Thriller
Ferrell, Will (I)|Land of the Lost (2009)|2009|5.3 |2009-06-05|Adventure;Comedy;Sci-Fi
Dillman, Bradford|Bug (1975)|1975|5.2 |1975-06-06|Horror;Mystery;Sci-Fi
Belushi, James|Homer and Eddie (1989)|1989|5.2 |1989-12-01|Comedy;Crime;Drama
Nielsen, Leslie|Naked Gun 33 1/3: The Final Insult (1994)|1994|6.4 |1994-03-18|Comedy;Crime
Richard, Pierre (I)|On aura tout vu (1976)|1976|6.3 |1978-11-01|Comedy
Wahlberg, Mark (I)|The Gambler (2014/III)|2014|6.1 |2014-12-25|Crime;Drama;Thriller
Wahlberg, Mark (I)|Fear (1996)|1996|6.2 |1996-04-12|Drama;Thriller
Atsumi, Kiyoshi|Otoko wa tsurai yo: Boku no ojisan (1989)|1989|7.7 |1990-01-11|Comedy
Cusack, John (I)|Pushing Tin (1999)|1999|6.0 |1999-04-23|Comedy;Drama;Romance
Weaver, Sigourney|Snow White: A Tale of Terror (1997)|1997|6.3 |1997-08-24|Fantasy;Horror
Perlman, Ron (I)|Jesus Is Coming (2002)|2002|7.8 |2002-11-07|Documentary;Drama;Mystery
Depardieu, Gérard|Mammuth (2010)|2010|6.1 |2011-09-30|Comedy;Drama
Myers, Mike (I)|Shrek (2001)|2001|7.9 |2001-05-18|Adventure;Animation;Comedy;Family;Fantasy
Stokes, Barry (I)|The Ups and Downs of a Handyman (1976)|1976|3.7 |1976-11-01|Comedy
Fox, Michael J. (I)|The Hard Way (1991)|1991|6.3 |1991-03-08|Action;Comedy;Crime
Jackson, Samuel L.|One Eight Seven (1997)|1997|6.7 |1997-07-30|Drama;Thriller
Stallone, Sylvester|The Expendables 3 (2014)|2014|6.1 |2014-08-15|Action;Adventure;Thriller
Fraser, Brendan|Airheads (1994)|1994|6.0 |1994-08-05|Comedy;Music
Marin, Cheech|Cheech and Chong's Next Movie (1980)|1980|6.1 |1980-07-18|Comedy;Crime;Sci-Fi
Price, Vincent (I)|The Bat (1959)|1959|6.0 |1959-08-09|Horror;Mystery;Thriller
Roberts, Eric (I)|Dark Moon Rising (2015)|2015|6.3 |2015-08-04|Fantasy
Eastwood, Clint|Escape from Alcatraz (1979)|1979|7.6 |1979-06-22|Action;Biography;Crime;Drama;Thriller
Lambert, Christopher (I)|Why Me? (1990)|1990|6.0 |1990-04-20|Action;Adventure;Comedy;Crime
Depardieu, Gérard|Mon oncle d'Amérique (1980)|1980|8.0 |1980-12-17|Comedy;Drama;Romance
Moore, Dudley|Micki + Maude (1984)|1984|5.9 |1984-12-21|Comedy;Romance
Chiang, David|Shui hu zhuan (1972)|1972|6.9 |1973-09-01|Action;Drama
Lambert, Christopher (I)|Highlander III: The Sorcerer (1994)|1994|4.3 |1995-01-27|Action;Fantasy;Romance;Sci-Fi
Murphy, Eddie (I)|Metro (1997)|1997|5.4 |1997-01-17|Action;Comedy;Crime;Drama;Thriller
Atsumi, Kiyoshi|Otoko wa tsurai yo: Shibamata bojo (1972)|1972|6.9 |1974-03-10|Comedy
Nicholson, Jack (I)|The Border (1982)|1982|6.4 |1982-02-12|Crime;Drama
Eastwood, Clint|Thunderbolt and Lightfoot (1974)|1974|7.1 |1974-05-24|Comedy;Crime;Drama
Grant, Hugh (I)|American Dreamz (2006)|2006|5.5 |2006-04-21|Comedy;Music
Chambers, Marilyn (I)|Inside Marilyn Chambers (1975)|1975|7.4 |1975-05-21|Adult;Biography;Documentary
Black, Jack (I)|The Roadie (2012)|2012|7.6 |2012-05-01|Comedy;Short
Roberts, Julia (I)|Erin Brockovich (2000)|2000|7.3 |2000-03-17|Biography;Drama
Weller, Peter (I)|Leviathan (1989)|1989|5.7 |1989-03-17|Adventure;Horror;Mystery;Sci-Fi;Thriller
Caan, James (I)|The Gambler (1974)|1974|7.4 |1974-10-01|Crime;Drama
Shatner, William|The Explosive Generation (1961)|1961|6.5 |1961-10-01|Drama
DeVito, Danny|Throw Momma from the Train (1987)|1987|6.2 |1987-12-11|Comedy;Crime;Thriller
Fraser, Brendan|Escape from Planet Earth (2013)|2013|5.9 |2013-02-15|Adventure;Animation;Comedy;Family;Sci-Fi
Saxon, John|War Hunt (1962)|1962|6.4 |1962-05-01|Drama;War
Candy, John|Canadian Bacon (1995)|1995|5.9 |1995-09-22|Comedy
Bullock, Sandra|While You Were Sleeping (1995)|1995|6.6 |1995-04-21|Comedy;Drama;Romance
Sandler, Adam (I)|The Waterboy (1998)|1998|6.1 |1998-11-06|Comedy;Sport
Ferrell, Will (I)|Stranger Than Fiction (2006)|2006|7.6 |2006-11-10|Comedy;Drama;Fantasy;Romance
Neeson, Liam|The Haunting (1999)|1999|4.9 |1999-07-23|Fantasy;Horror;Mystery;Thriller
Reynolds, Burt (I)|A Bunch of Amateurs (2008)|2008|6.0 |2009-01-01|Comedy
Grant, Hugh (I)|The Pirates! In an Adventure with Scientists! (2012)|2012|6.7 |2012-04-27|Adventure;Animation;Comedy;Family
Mitchell, Cameron (I)|I coltelli del vendicatore (1966)|1966|5.7 |1968-01-01|Adventure
Brosnan, Pierce|Nomads (1986)|1986|5.6 |1986-03-07|Horror;Mystery;Thriller
Neeson, Liam|Star Wars: Episode I - The Phantom Menace (1999)|1999|6.6 |1999-05-19|Action;Adventure;Fantasy;Sci-Fi
Wang, Yu (I)|Du bei chuan wang (1972)|1972|7.0 |1973-01-01|Action;Drama
Stallone, Sylvester|Rocky II (1979)|1979|7.1 |1979-06-15|Drama;Sport
Hauer, Rutger|Wanted: Dead or Alive (1987)|1987|5.9 |1987-01-16|Action;Crime;Drama;Thriller
Guttenberg, Steve|Making Change (2012)|2012|6.5 |2012-01-01|Drama
Reynolds, Ryan (I)|Self/less (2015)|2015|6.5 |2015-07-10|Mystery;Sci-Fi;Thriller
Murray, Bill (I)|Meatballs (1979)|1979|6.2 |1979-06-29|Comedy
Stallone, Sylvester|The Expendables (2010)|2010|6.5 |2010-08-13|Action;Adventure;Thriller
Knight, William (III)|Sex Files: Alien Erotica (1998)|1998|5.9 |1999-01-01|Sci-Fi
Collver, Mark|Sex Files: Alien Erotica (1998)|1998|5.9 |1999-01-01|Sci-Fi
Wilder, Gene|Stir Crazy (1980)|1980|6.8 |1980-12-12|Comedy;Crime
Cage, Nicolas|Valley Girl (1983)|1983|6.3 |1983-04-29|Comedy;Romance
Roberts, Julia (I)|Mirror Mirror (2012/I)|2012|5.6 |2012-03-30|Adventure;Comedy;Drama;Family;Fantasy
Cage, Nicolas|The Weather Man (2005)|2005|6.6 |2005-10-28|Comedy;Drama
Downey Jr., Robert|1969 (1988)|1988|5.8 |1988-11-18|Drama;War
Jovovich, Milla|Resident Evil: Apocalypse (2004)|2004|6.2 |2004-09-10|Action;Horror;Sci-Fi;Thriller
Hackman, Gene|Mississippi Burning (1988)|1988|7.8 |1989-01-27|Crime;Drama;Mystery;Thriller
Statham, Jason|Safe (2012/I)|2012|6.5 |2012-04-27|Action;Crime;Thriller
Stockwell, John (I)|Dangerously Close (1986)|1986|6.6 |1986-05-09|Action;Crime;Thriller
Walken, Christopher|The Prophecy (1995)|1995|6.6 |1995-09-01|Action;Fantasy;Horror;Mystery;Thriller
Ginty, Robert|Code Name Vengeance (1987)|1987|3.9 |1989-03-01|Action;Adventure;Drama;Thriller
Cruise, Tom|Eyes Wide Shut (1999)|1999|7.3 |1999-07-16|Drama;Mystery;Thriller
Quaid, Dennis|Flight of the Phoenix (2004)|2004|6.1 |2004-12-17|Action;Adventure;Drama;Thriller
Depardieu, Gérard|Préparez vos mouchoirs (1978)|1978|6.9 |1978-12-17|Comedy;Drama;Romance
Downey Jr., Robert|Iron Man 2 (2010)|2010|7.1 |2010-05-07|Action;Adventure;Sci-Fi
Aykroyd, Dan|1941 (1979)|1979|5.9 |1979-12-14|Action;Comedy;War
Reynolds, Burt (I)|Rent-a-Cop (1987)|1987|4.2 |1988-01-15|Action;Comedy;Crime;Thriller
Kilmer, Val|Willow (1988)|1988|7.2 |1988-05-20|Action;Adventure;Drama;Fantasy;Romance
Cusack, John (I)|True Colors (1991)|1991|6.3 |1991-03-15|Drama
McGregor, Ewan|Stay (2005/I)|2005|6.9 |2005-10-21|Drama;Mystery;Thriller
Lee, Christopher (I)|Night of the Big Heat (1967)|1967|5.5 |1971-01-01|Horror;Mystery;Sci-Fi;Thriller
Damon, Matt|Stuck on You (2003)|2003|5.8 |2003-12-12|Comedy
Willis, Bruce|The Jackal (1997)|1997|6.3 |1997-11-14|Action;Adventure;Crime;Thriller
Dreyfuss, Richard|Krippendorf's Tribe (1998)|1998|4.8 |1998-02-27|Comedy
Keaton, Michael|Touch and Go (1986)|1986|5.8 |1986-08-22|Comedy;Drama;Romance;Sport
Streisand, Barbra (I)|Yentl (1983)|1983|6.6 |1984-01-06|Drama;Musical;Romance
Gibson, Mel (I)|Hamlet (1990)|1990|6.8 |1991-01-18|Drama
Murray, Bill (I)|The Life Aquatic with Steve Zissou (2004)|2004|7.3 |2004-12-25|Adventure;Comedy;Drama
Murray, Bill (I)|Ghostbusters II (1989)|1989|6.5 |1989-06-16|Comedy;Fantasy
McClure, Doug (I)|Nobody's Perfect (1968)|1968|6.8 |1968-01-12|Comedy
Dreyfuss, Richard|Moon Over Parador (1988)|1988|5.9 |1988-09-09|Comedy;Romance
Lawrence, Martin (I)|What's the Worst That Could Happen? (2001)|2001|5.4 |2001-06-01|Comedy;Crime
Cage, Nicolas|World Trade Center (2006)|2006|6.0 |2006-08-09|Drama;History;Thriller
Chambers, Marilyn (I)|Beyond De Sade (1979)|1979|5.9 |1979-01-01|Adult;Short
Carradine, David|Bound for Glory (1976)|1976|7.4 |1976-12-05|Biography;Drama;Music
Washington, Denzel|Safe House (2012)|2012|6.8 |2012-02-10|Action;Crime;Mystery;Thriller
Ford, Harrison (I)|Six Days Seven Nights (1998)|1998|5.7 |1998-06-12|Action;Adventure;Comedy;Romance
Kidman, Nicole|Dead Calm (1989)|1989|6.8 |1989-04-07|Thriller
Connery, Sean|A New Look at the Legend of Robin Hood and Maid Marian (1976)|1976|5.9 |1976-01-01|Documentary;Short
Hawke, Ethan|Explorers (1985)|1985|6.6 |1985-07-12|Adventure;Comedy;Family;Sci-Fi
Statham, Jason|In the Name of the King: A Dungeon Siege Tale (2007)|2007|3.8 |2008-01-11|Action;Adventure;Drama;Fantasy
Douglas, Michael (I)|Last Vegas (2013)|2013|6.7 |2013-11-01|Comedy
Hoffman, Dustin|Alfredo Alfredo (1972)|1972|6.4 |1973-12-17|Comedy;Romance
De Niro, Robert|Lenny Bruce: Swear to Tell the Truth (1998)|1998|8.0 |1998-10-21|Biography;Comedy;Documentary
Murphy, Eddie (I)|Beverly Hills Cop (1984)|1984|7.3 |1984-12-05|Action;Comedy
Moore, Dudley|Like Father Like Son (1987)|1987|5.0 |1987-10-02|Comedy;Fantasy
Caine, Michael (I)|Mr. Morgan's Last Love (2013)|2013|6.8 |2013-11-01|Comedy;Drama
Katsu, Shintarô|Shin shikôtei (1962)|1962|7.1 |1965-09-01|Adventure
Varney, Jim (I)|Ernest Goes to Camp (1987)|1987|5.4 |1987-05-22|Comedy;Family
Snipes, Wesley|Blade (1998)|1998|7.1 |1998-08-21|Action;Horror
Quaid, Dennis|Innerspace (1987)|1987|6.7 |1987-07-01|Action;Adventure;Comedy;Fantasy;Sci-Fi;Thriller
Katsu, Shintarô|Shin Zatôichi monogatari: Kasama no chimatsuri (1973)|1973|7.3 |1974-04-15|Action;Drama
Railsback, Steve|The Golden Seal (1983)|1983|5.4 |1983-08-12|Adventure
Hanks, Tom|Saving Private Ryan (1998)|1998|8.6 |1998-07-24|Action;Drama;War
Baker, Joe Don|Joysticks (1983)|1983|3.9 |1983-03-01|Comedy
Williams, Robin (I)|RV (2006)|2006|5.5 |2006-04-28|Adventure;Comedy;Family
Willis, Bruce|The Whole Ten Yards (2004)|2004|5.4 |2004-04-09|Comedy;Crime;Thriller
Knoxville, Johnny|Jackass Presents: Bad Grandpa (2013)|2013|6.6 |2013-10-25|Comedy
Bridges, Jeff (I)|Tucker: The Man and His Dream (1988)|1988|6.9 |1988-08-12|Biography;Drama
Murphy, Eddie (I)|The Nutty Professor (1996)|1996|5.5 |1996-06-28|Comedy;Romance;Sci-Fi
Hanks, Tom|Every Time We Say Goodbye (1986)|1986|5.9 |1986-11-14|Drama;Romance;War
Bale, Christian|Newsies (1992)|1992|6.9 |1992-04-10|Drama;Musical
Brody, Adrien|Boredom (2015/II)|2015|8.1 |2015-06-27|Comedy;Drama;Short
Hoffman, Dustin|The Graduate (1967)|1967|8.0 |1967-12-22|Comedy;Drama;Romance
Kidman, Nicole|Birthday Girl (2001)|2001|6.1 |2002-02-01|Comedy;Crime;Thriller
Spade, David|David Spade Catfish? (2013)|2013|6.7 |2013-07-01|Comedy;Short
Depardieu, Gérard|Tenue de soirée (1986)|1986|7.0 |1986-10-01|Comedy;Crime;Drama
Storch, Larry|Flying Circus (1968)|1968|4.1 |1968-09-14|Animation;Comedy;Family;Short;War
Storch, Larry|Bugged by a Bee (1969)|1969|4.6 |1969-07-26|Animation;Comedy;Family;Short;Sport
Craig, Daniel (I)|One Life (2011/I)|2011|7.9 |2013-02-21|Documentary
Depp, Johnny|Rango (2011)|2011|7.3 |2011-03-04|Adventure;Animation;Comedy;Family;Western
Travolta, John (I)|Look Who's Talking (1989)|1989|5.8 |1989-10-13|Comedy;Romance
Ginty, Robert|The Act (1984)|1984|4.7 |1984-08-01|Comedy
Stallone, Sylvester|Cop Land (1997)|1997|6.9 |1997-08-15|Crime;Drama;Thriller
Keaton, Michael|White Noise (2005)|2005|5.5 |2005-01-07|Drama;Horror;Mystery;Thriller
Cruise, Tom|Far and Away (1992)|1992|6.5 |1992-05-22|Adventure;Drama;Romance;Western
Reeves, Keanu|Hard Ball (2001)|2001|6.3 |2001-09-14|Drama;Sport
Evans, Chris (V)|Playing It Cool (2014)|2014|6.0 |2015-05-08|Comedy;Romance
Butler, Gerard|Chasing Mavericks (2012)|2012|7.2 |2012-10-26|Biography;Drama;Sport
Lee, Christopher (I)|The Blood of Fu Manchu (1968)|1968|4.5 |1969-09-24|Adventure;Crime
Hawn, Goldie|Wildcats (1986)|1986|5.9 |1986-02-14|Comedy;Sport
Bullock, Sandra|Divine Secrets of the Ya-Ya Sisterhood (2002)|2002|5.9 |2002-06-07|Drama
Hackman, Gene|The Poseidon Adventure (1972)|1972|7.1 |1972-12-13|Action;Adventure;Drama;Thriller
Dreyfuss, Richard|The Crew (2000)|2000|5.6 |2000-08-25|Comedy;Crime
Bridges, Jeff (I)|Wild Bill (1995)|1995|5.9 |1995-12-01|Action;Biography;Western
Eastwood, Clint|Firefox (1982)|1982|5.9 |1982-06-18|Action;Adventure;Sci-Fi;Thriller
Wallace, Dee (II)|Stem Cell (2009)|2009|2.6 |2009-04-19|Sci-Fi;Thriller
Schwarzenegger, Arnold|Eraser (1996)|1996|6.0 |1996-06-21|Action;Drama;Mystery;Thriller
Hill, Terence (I)|Mr. Billion (1977)|1977|5.6 |1977-03-03|Action;Comedy;Drama;Romance
Jackson, Samuel L.|The Great White Hype (1996)|1996|5.4 |1996-05-03|Comedy;Sport
Caine, Michael (I)|Beyond the Poseidon Adventure (1979)|1979|4.4 |1979-05-18|Action;Adventure
Nielsen, Leslie|Family Plan (1997)|1997|4.8 |1999-05-30|Comedy;Family
Travolta, John (I)|Look Who's Talking Too (1990)|1990|4.4 |1990-12-14|Comedy;Romance
Dudikoff, Michael|Midnight Ride (1990)|1990|5.1 |1990-07-20|Action;Horror;Thriller
Li, Jet (I)|Unleashed (2005)|2005|7.0 |2005-05-13|Action;Crime;Drama;Music;Thriller
Baker, Joe Don|Checkered Flag or Crash (1977)|1977|4.5 |1978-03-01|Adventure;Comedy
Kidman, Nicole|Moulin Rouge! (2001)|2001|7.7 |2001-06-01|Drama;Musical;Romance
Diesel, Vin|The Pacifier (2005)|2005|5.5 |2005-03-04|Action;Comedy;Drama;Family;Thriller
Spade, David|Joe Dirt (2001)|2001|5.9 |2001-04-11|Adventure;Comedy;Drama
Carradine, David|You and Me (1975)|1975|5.3 |1975-06-01|Drama
Roso, Emilio (I)|Day of Redemption (2013)|2013|3.4 |2013-01-01|Action
Crystal, Billy|My Giant (1998)|1998|4.9 |1998-04-10|Comedy;Drama;Sport
Carrey, Jim|The Majestic (2001)|2001|6.9 |2001-12-21|Drama;Romance
Gyllenhaal, Jake|Bubble Boy (2001)|2001|5.6 |2001-08-24|Adventure;Biography;Comedy;Romance;Sci-Fi
Matthau, Walter|I Ought to Be in Pictures (1982)|1982|6.1 |1982-03-26|Comedy;Drama
DeVito, Danny|Ruthless People (1986)|1986|6.8 |1986-06-27|Comedy;Crime
Lawrence, Martin (I)|Black Knight (2001)|2001|4.7 |2001-11-21|Adventure;Comedy;Fantasy
Storch, Larry|Feud with a Dude (1968)|1968|5.0 |1968-05-25|Animation;Comedy;Family;Short
Carradine, David|Sonny Boy (1989)|1989|5.4 |1990-10-26|Action;Drama;Thriller
Willis, Bruce|Striking Distance (1993)|1993|5.8 |1993-09-17|Action;Crime;Mystery;Thriller
Caan, James (I)|The Godfather: Behind the Scenes (1971)|1971|7.7 |1971-01-01|Documentary;Short
Fox, Michael J. (I)|Bright Lights, Big City (1988)|1988|5.6 |1988-04-01|Drama
Streep, Meryl|It's Complicated (2009)|2009|6.6 |2009-12-25|Comedy;Romance
Caine, Michael (I)|The Swarm (1978)|1978|4.3 |1978-07-14|Horror
Allen, Tim (I)|Comedy's Dirtiest Dozen (1988)|1988|6.1 |1988-10-01|Comedy;Documentary
Li, Jet (I)|Huo yuanjia (2006)|2006|7.7 |2006-09-22|Action;Biography;Drama;Sport
Lambert, Christopher (I)|Gunmen (1993)|1993|5.2 |1994-02-04|Action;Comedy;Crime;Thriller
Mitchell, Cameron (I)|L'ultimo dei Vikinghi (1961)|1961|4.7 |1962-05-01|Action;Adventure;War
Banderas, Antonio|Spy Kids 2: Island of Lost Dreams (2002)|2002|5.1 |2002-08-07|Action;Adventure;Comedy;Family;Sci-Fi
Beatty, Warren (I)|Bugsy (1991)|1991|6.8 |1991-12-20|Biography;Crime;Drama
Falk, Peter (I)|The Cheap Detective (1978)|1978|6.5 |1978-06-23|Comedy;Crime;Mystery;Romance;Thriller
Mitchell, Cameron (I)|Three Came to Kill (1960)|1960|5.4 |1960-03-01|Crime;Thriller
Chase, Chevy|Nothing But Trouble (1991)|1991|4.8 |1991-02-15|Comedy
Kline, Kevin (I)|I Love You to Death (1990)|1990|6.4 |1990-04-06|Comedy;Crime
Carell, Steve|Dinner for Schmucks (2010)|2010|5.9 |2010-07-30|Comedy
Stallone, Sylvester|Tango & Cash (1989)|1989|6.3 |1989-12-22|Action;Comedy;Crime;Thriller
Carell, Steve|Despicable Me 2 (2013)|2013|7.5 |2013-07-03|Animation;Comedy;Family
Wahl, Ken|Running Scared (1980)|1980|5.3 |1980-11-01|Action;Adventure;Drama
Cube, Ice|Are We There Yet? (2005)|2005|4.5 |2005-01-21|Adventure;Comedy;Family;Romance
Nolte, Nick|Simpatico (1999)|1999|4.4 |2000-02-04|Comedy;Crime;Drama
Perlman, Ron (I)|Hellboy (2004)|2004|6.8 |2004-04-02|Action;Fantasy;Sci-Fi
Reynolds, Burt (I)|At Long Last Love (1975)|1975|4.8 |1975-03-01|Comedy;Musical;Romance
McDowall, Roddy|Tuna Clipper (1949)|1949|6.1 |1949-04-10|Drama
Crystal, Billy|Parental Guidance (2012)|2012|6.0 |2012-12-25|Comedy;Family
Reynolds, Burt (I)|Heat (1986)|1986|5,4 |1987-03-13|Action;Crime;Drama;Thriller
Owen, Clive (I)|Croupier (1998)|1998|7,2 |2000-07-28|Crime;Drama
Diaz, Cameron|Sex Tape (2014)|2014|5,1 |2014-07-18|Comedy;Romance
Moore, Roger (I)|Crossplot (1969)|1969|5,2 |1970-01-01|Thriller
Katsu, Shintarô|Yakuza bozu (1969)|1969|5,0 |1969-06-01|Action;Crime;Drama
Clooney, George|From Dusk Till Dawn (1996)|1996|7,3 |1996-01-19|Action;Crime;Horror;Thriller
Cruise, Tom|Mission: Impossible (1996)|1996|7,1 |1996-05-22|Action;Adventure;Thriller
Cage, Nicolas|The Croods (2013)|2013|7,3 |2013-03-22|Adventure;Animation;Comedy;Family;Fantasy
Aykroyd, Dan|It Came from Hollywood (1982)|1982|5,8 |1982-12-10|Comedy;Documentary
Craig, Daniel (I)|Casino Royale (2006)|2006|8,0 |2006-11-17|Action;Adventure;Thriller
Cruise, Tom|Days of Thunder (1990)|1990|5,9 |1990-06-27|Action;Drama;Sport
Nolte, Nick|Down and Out in Beverly Hills (1986)|1986|6,1 |1986-01-31|Comedy
Gibson, Mel (I)|The Patriot (2000)|2000|7,1 |2000-06-28|Action;Drama;History;War
Crowe, Russell|Breaking Up (1997)|1997|4,9 |1997-10-17|Comedy;Drama;Romance
Li, Bruce (I)|Lao gu lao nu lao shang lao (1978)|1978|7,0 |1978-01-01|Action;Crime;Drama
Stallone, Sylvester|Rambo (2008)|2008|7,1 |2008-01-25|Action;Thriller;War
Jackson, Samuel L.|Freedomland (2006)|2006|5,1 |2006-02-17|Crime;Drama;Mystery;Thriller
Barrymore, Drew|Riding in Cars with Boys (2001)|2001|6,5 |2001-10-19|Biography;Comedy;Drama
Gooding Jr., Cuba|Linewatch (2008)|2008|5,5 |2008-10-21|Crime;Drama;Thriller
Diaz, Cameron|The Box (2009/I)|2009|5,6 |2009-11-06|Drama;Mystery;Sci-Fi;Thriller
O'Keeffe, Miles|Ator 2 - L'invincibile Orion (1984)|1984|2,2 |1984-02-15|Action;Adventure;Fantasy
De Niro, Robert|Little Fockers (2010)|2010|5,5 |2010-12-22|Comedy;Romance
Streep, Meryl|The Living Sea (1995)|1995|7,2 |1995-02-01|Documentary;Short
Crowe, Russell|State of Play (2009)|2009|7,1 |2009-04-17|Crime;Drama;Mystery;Thriller
Baker, Joe Don|Mitchell (1975)|1975|2,4 |1975-09-10|Action;Crime;Drama
Beatty, Warren (I)|Shampoo (1975)|1975|6,3 |1975-03-13|Comedy;Drama;Romance
Reeves, Keanu|Sweet November (2001)|2001|6,7 |2001-02-16|Drama;Romance
Gruner, Olivier|Mars (1997)|1997|3,6 |1998-03-10|Action;Sci-Fi
Price, Vincent (I)|La casa de las mil muñecas (1967)|1967|4,9 |1968-03-13|Crime;Thriller
Hackman, Gene|Misunderstood (1984)|1984|6,0 |1984-03-30|Drama
Atsumi, Kiyoshi|Otoko wa tsurai yo: Torajirô to tonosama (1977)|1977|7,2 |1978-08-25|Comedy
Brosnan, Pierce|GoldenEye (1995)|1995|7,2 |1995-11-17|Action;Adventure;Thriller
Schwarzenegger, Arnold|Batman & Robin (1997)|1997|3,6 |1997-06-20|Action
Slater, Christian (I)|Stranded (2013/V)|2013|3,5 |2013-07-26|Horror;Sci-Fi
Eastwood, Clint|Sudden Impact (1983)|1983|6,6 |1983-12-09|Action;Thriller
Connery, Sean|The Next Man (1976)|1976|5,1 |1976-11-10|Action;Thriller
Liotta, Ray|Unforgettable (1996)|1996|5,9 |1996-02-23|Drama;Mystery;Sci-Fi;Thriller
Carradine, David|American Reel (2003)|2003|7,1 |2010-11-24|Drama;Music
Wahlberg, Mark (I)|The Happening (2008)|2008|5,1 |2008-06-13|Drama;Sci-Fi;Thriller
Shatner, William|Star Trek: The Motion Picture (1979)|1979|6,4 |1979-12-07|Adventure;Mystery;Sci-Fi;Thriller
Belushi, James|Taking Care of Business (1990)|1990|6,3 |1990-08-17|Comedy
Reeve, Christopher|The Aviator (1985)|1985|5,5 |1985-03-01|Adventure;Drama
Jackman, Hugh|The Wolverine (2013)|2013|6,7 |2013-07-26|Action;Adventure;Sci-Fi;Thriller
Allen, Tim (I)|Chimpanzee (2012)|2012|7,2 |2012-04-20|Documentary
Wallace, Dee (II)|E.T. the Extra-Terrestrial (1982)|1982|7,9 |1982-06-11|Family;Sci-Fi
Cusack, John (I)|Identity (2003)|2003|7.3 |2003-04-25|Mystery;Thriller
Hanks, Tom|Turner & Hooch (1989)|1989|6.0 |1989-07-28|Comedy;Crime;Drama;Thriller
Bateman, Jason|Teen Wolf Too (1987)|1987|3.1 |1987-11-20|Comedy;Fantasy
Reynolds, Burt (I)|Stroker Ace (1983)|1983|4.6 |1983-07-01|Action;Comedy;Romance;Sport
Nolte, Nick|Three Fugitives (1989)|1989|6.0 |1989-01-27|Action;Comedy
Candy, John|Delirious (1991)|1991|5.7 |1991-08-09|Comedy;Fantasy
Connery, Sean|First Knight (1995)|1995|5.9 |1995-07-07|Action;Adventure;Romance;Thriller
