movieid;title;year;rank;releasedate
3018618;Philadelphia (1993);1993;7.7 ;1994-01-14
3091897;Safe House (2012);2012;6.8 ;2012-02-10
2335900;Adiós Amigo (1976);1976;4.1 ;1976-01-01
2635136;Foxtrap (1986);1986;4.3 ;1986-02-01
2643483;Full Tilt Boogie (1997);1997;6.5 ;1998-07-31
2724637;I nuovi barbari (1983);1983;4.6 ;1984-01-13
2962791;No Way Back (1976);1976;5.8 ;1976-05-01
2991660;Original Gangstas (1996);1996;5.6 ;1996-05-10
3195527;Tell Me That You Love Me, Junie Moon (1970);1970;6.6 ;1970-05-11
3284445;The Rage Within (2001);2001;5.9 ;2001-01-01
3379773;Vigilante (1983);1983;6.6 ;1983-09-16
2467443;Charlie's Angels: Full Throttle (2003);2003;4.8 ;2003-06-27
2543819;Die Hard 2 (1990);1990;7.1 ;1990-07-04
2715770;Hudson Hawk (1991);1991;5.7 ;1991-05-24
2906408;Mercury Rising (1998);1998;6.1 ;1998-04-03
2965708;North (1994);1994;4.4 ;1994-07-22
3132521;Sin City: A Dame to Kill For (2014);2014;6.6 ;2014-08-22
3169000;Striking Distance (1993);1993;5.8 ;1993-09-17
3235774;The Fifth Element (1997);1997;7.6 ;1997-05-09
3236771;The First Deadly Sin (1980);1980;5.9 ;1980-10-03
2507736;Da Pinche Code (2012);2012;4.6 ;2012-09-07
2651861;Gekijô-ban poketto monsutâ - Myûtsû no gyakushû (1998);1998;5.7 ;1999-11-10
2651863;Gekijô-ban poketto monsutâ: Kesshô-tô no teiô (2000);2000;5.4 ;2001-04-06
2908072;Metoroporisu (2001);2001;7.3 ;2002-01-25
3029012;Poketto monsutâ: Pikachû tankentai (1999);1999;5.4 ;2000-07-21
3089132;Rôjin Z (1991);1991;6.8 ;1996-04-01
2651861;Gekijô-ban poketto monsutâ - Myûtsû no gyakushû (1998);1998;5.7 ;1999-11-10
2651863;Gekijô-ban poketto monsutâ: Kesshô-tô no teiô (2000);2000;5.4 ;2001-04-06
2307691;A Beautiful Mind (2001);2001;8.2 ;2002-01-04
2883051;Magnolia (1999);1999;8.0 ;2000-01-07
2905222;Men in Black 3 (2012);2012;6.9 ;2012-05-25
3193536;Ted 2 (2015);2015;6.7 ;2015-06-26
2905222;Men in Black 3 (2012);2012;6.9 ;2012-05-25
3193536;Ted 2 (2015);2015;6.7 ;2015-06-26
2933100;Muppets Most Wanted (2014);2014;6.5 ;2014-03-21
3193536;Ted 2 (2015);2015;6.7 ;2015-06-26
3391614;War of the Worlds (2005);2005;6.5 ;2005-06-29
2466643;Chaplin (1992);1992;7.6 ;1993-01-08
2410528;Beverly Hills Cop II (1987);1987;6.4 ;1987-05-20
3246022;The Happening (2008);2008;5.1 ;2008-06-13
2626171;Flags of Our Fathers (2006);2006;7.1 ;2006-10-20
2886476;Malcolm X (1992);1992;7.7 ;1992-11-18
3225655;The Dark Knight Rises (2012);2012;8.  ;2012-07-20
2631720;For the Boys (1991);1991;6.2 ;1991-11-22
3225655;The Dark Knight Rises (2012);2012;8.  ;2012-07-20
2460099;Casino (1995);1995;8.2 ;1995-11-22
3225655;The Dark Knight Rises (2012);2012;8.  ;2012-07-20
2345742;Ali (2001);2001;6.7 ;2001-12-25
3057075;Rajanna (2011);2011;6.7 ;2011-12-21
2380361;Athadu (2005);2005;8.5 ;2005-08-10
2335063;Adam at Six A.M. (1970);1970;5.9 ;1970-09-22
2493531;Cool Hand Luke (1967);1967;8.2 ;1967-11-01
2769827;Joysticks (1983);1983;3.9 ;1983-03-01
2844335;Leonard Part 6 (1987);1987;2.3 ;1987-12-18
3261072;The Living Daylights (1987);1987;6.7 ;1987-07-31
3388135;Wacko (1982);1982;4.4 ;1983-01-01
2605995;Exodus: Gods and Kings (2014);2014;6.1 ;2014-12-12
2686538;Hauru no ugoku shiro (2004);2004;8.2 ;2005-06-17
2792967;Knight of Cups (2015);2015;7.3 ;2016-03-04
3045878;Public Enemies (2009);2009;7.0 ;2009-07-01
3069206;Rescue Dawn (2006);2006;7.4 ;2007-07-27
3197781;Terminator Salvation (2009);2009;6.7 ;2009-05-21
3235911;The Fighter (2010/I);2010;7.9 ;2010-12-17
2490918;Confessions of a Superhero (2007);2007;7.2 ;2007-11-02
2604654;Evita (1996);1996;6.3 ;1997-01-10
2687418;Haywire (2011);2011;5.8 ;2012-01-20
2747600;Interview with the Vampire: The Vampire Chronicles (1994);1994;7.6 ;1994-11-11
2792967;Knight of Cups (2015);2015;7.3 ;2016-03-04
2909527;Miami Rhapsody (1995);1995;5.3 ;1995-01-27
2953729;Never Talk to Strangers (1995);1995;5.1 ;1995-10-20
2977416;Of Love and Shadows (1994);1994;5.1 ;1996-05-10
3201177;The 13th Warrior (1999);1999;6.6 ;1999-08-27
3265434;The Mambo Kings (1992);1992;6.4 ;1992-02-28
3297278;The SpongeBob Movie: Sponge Out of Water (2015);2015;6.1 ;2015-02-06
2390458;Bad Company (1972);1972;7.1 ;1972-10-08
2690318;Heaven's Gate (1980);1980;6.7 ;1980-11-19
2789612;King Kong Lives (1986);1986;3.7 ;1986-12-19
3211323;The Big Lebowski (1998);1998;8.2 ;1998-03-06
3229858;The Door in the Floor (2004);2004;6.7 ;2004-08-06
3184527;TRON (1982);1982;6.8 ;1982-07-09
2832804;Laws of Attraction (2004);2004;5.9 ;2004-04-30
2860105;Live Wire (1992);1992;5.6 ;1992-09-03
3052663;Quest for Camelot (1998);1998;6.2 ;1998-05-15
3262842;The Love Punch (2013);2013;5.7 ;2014-05-23
3267452;The Matador (2005);2005;6.8 ;2006-01-27
3302705;The Thomas Crown Affair (1999);1999;6.8 ;1999-08-06
2714751;How to Train Your Dragon 2 (2014);2014;7.9 ;2014-06-13
2482622;Cloudy with a Chance of Meatballs (2009);2009;7.0 ;2009-09-18
2482624;Cloudy with a Chance of Meatballs 2 (2013);2013;6.5 ;2013-09-27
2580230;El Dorado (1966);1966;7.7 ;1967-06-07
3080802;Rollerball (1975);1975;6.6 ;1975-06-25
3131013;Silent Movie (1976);1976;6.7 ;1976-06-16
3282971;The Program (1993);1993;6.4 ;1993-09-24
2489733;Con Air (1997);1997;6.8 ;1997-06-06
2623368;Fire Birds (1990);1990;4.6 ;1990-05-25
3141546;Snake Eyes (1998);1998;5.9 ;1998-08-07
3288621;The Rock (1996);1996;7.4 ;1996-06-07
3310886;The Weather Man (2005);2005;6.6 ;2005-10-28
3372466;Vampire's Kiss (1988);1988;5.8 ;1989-06-02
2451999;California Suite (1978);1978;6.2 ;1978-12-15
2551024;Dirty Rotten Scoundrels (1988);1988;7.3 ;1988-12-14
2575822;Educating Rita (1983);1983;7.2 ;1983-09-21
2929792;Mr. Destiny (1990);1990;6.3 ;1990-10-12
2968710;Now You See Me (2013/I);2013;7.3 ;2013-05-31
3053273;Quills (2000);2000;7.4 ;2000-12-25
3252304;The Ipcress File (1965);1965;7.3 ;1965-08-02
3252584;The Italian Job (1969);1969;7.4 ;1969-09-03
3310886;The Weather Man (2005);2005;6.6 ;2005-10-28
3427118;Youth (2015/I);2015;7.4 ;2015-12-04
3430357;Zee and Co. (1972);1972;5.8 ;1972-01-21
2434448;Boxcar Bertha (1972);1972;6.1 ;1972-06-14
2669991;Gray Lady Down (1978);1978;6.2 ;1978-04-01
2900851;Mean Streets (1973);1973;7.4 ;1973-10-14
3201205;The 15th Annual American Comedy Awards (2001);2001;4.5 ;2001-04-24
3401166;Wheatfield with Crows (2002);2002;5.8 ;2002-06-27
2617148;Fei ying gai wak (1991);1991;7.2 ;1997-07-18
2474340;Chokugeki! Jigoku-ken (1974);1974;7.1 ;1978-01-01
3216626;The Bushido Blade (1981);1981;5.4 ;1981-01-01
3420389;Yagyû ichizoku no inbô (1978);1978;7.3 ;1984-12-07
2931048;Mrugaraaju (2001);2001;4.1 ;2001-02-04
2763913;Jian dang wei ye (2011);2011;2.4 ;2011-06-24
2640468;From Dusk Till Dawn (1996);1996;7.3 ;1996-01-19
2669903;Gravity (2013);2013;7.9 ;2013-10-04
3071038;Return to Horror High (1987);1987;4.1 ;1987-01-28
3182648;Syriana (2005);2005;7.0 ;2005-12-09
3246358;The Harvest (1992);1992;5.0 ;1993-11-05
2563267;Dr. No Featurette (1963);1963;5.9 ;1963-01-01
2698997;Highlander (1986);1986;7.2 ;1986-03-07
3078295;Robin Hood: Prince of Thieves (1991);1991;6.9 ;1991-06-14
3250040;The Hunt for Red October (1990);1990;7.6 ;1990-03-02
3258512;The League of Extraordinary Gentlemen (2003);2003;5.8 ;2003-07-11
3273444;The Next Man (1976);1976;5.1 ;1976-11-10
3288621;The Rock (1996);1996;7.4 ;1996-06-07
2603152;Ever Again (2006);2006;6.5 ;2006-12-08
3078295;Robin Hood: Prince of Thieves (1991);1991;6.9 ;1991-06-14
3281333;The Postman (1997);1997;5.9 ;1997-12-25
2497495;Cowboys & Aliens (2011);2011;6.0 ;2011-07-29
2742661;Infamous (2006);2006;7.1 ;2006-10-13
3281518;The Power of One (1992);1992;7.2 ;1992-03-27
2314346;A Good Year (2006);2006;6.9 ;2006-11-10
2808215;L.A. Confidential (1997);1997;8.3 ;1997-09-19
3043936;Proof of Life (2000);2000;6.2 ;2000-12-08
3266458;The Man with the Iron Fists (2012);2012;5.4 ;2012-11-02
3273489;The Next Three Days (2010);2010;7.4 ;2010-11-19
2312768;A Few Good Men (1992);1992;7.6 ;1992-12-11
2747600;Interview with the Vampire: The Vampire Chronicles (1994);1994;7.6 ;1994-11-11
2842830;Legend (1985);1985;6.5 ;1986-04-18
2867592;Losin' It (1983);1983;4.8 ;1983-04-22
2917440;Mission: Impossible (1996);1996;7.1 ;1996-05-22
2917446;Mission: Impossible - Rogue Nation (2015);2015;7.9 ;2015-07-31
2917448;Mission: Impossible Ghost Protocol Special Feature - Soaring in Dubai (2011);2011;7.6 ;2011-12-01
2917451;Mission: Impossible III (2006);2006;6.9 ;2006-05-05
3276804;The Outsiders (1983);1983;7.2 ;1983-03-25
2360853;Analyze This (1999);1999;6.7 ;1999-03-05
2385397;Awakenings (1990);1990;7.8 ;1991-01-11
2436308;Brazil (1985);1985;8.0 ;1985-12-18
2666668;Goodfellas (1990);1990;8.7 ;1990-09-21
2672778;Grudge Match (2013);2013;6.5 ;2013-12-25
2756792;Jacknife (1989);1989;6.4 ;1989-03-10
2858803;Little Fockers (2010);2010;5.5 ;2010-12-22
2900851;Mean Streets (1973);1973;7.4 ;1973-10-14
2911018;Midnight Run (1988);1988;7.6 ;1988-07-20
3138403;Sleepers (1996);1996;7.5 ;1996-10-18
3257864;The Last Tycoon (1976);1976;6.4 ;1976-11-19
2346249;Alice in Wonderland (2010/I);2010;6.5 ;2010-03-05
2447932;Buy the Ticket, Take the Ride: Hunter S. Thompson on Film (2006);2006;7.2 ;2006-12-12
2748263;Into the Woods (2014);2014;6.0 ;2014-12-25
3023227;Pirates of the Caribbean: On Stranger Tides (2011);2011;6.7 ;2011-05-20
3023231;Pirates of the Caribbean: The Curse of the Black Pearl (2003);2003;8.1 ;2003-07-09
3041461;Private Resort (1985);1985;5.2 ;1985-05-03
3045878;Public Enemies (2009);2009;7.0 ;2009-07-01
3261390;The Lone Ranger (2013);2013;6.5 ;2013-07-03
3303849;The Tourist (2010);2010;6.0 ;2010-12-10
3402929;When the Road Bends... Tales of a Gypsy Caravan (2006);2006;7.6 ;2007-06-15
2385397;Awakenings (1990);1990;7.8 ;1991-01-11
2429359;Boiler Room (2000);2000;7.0 ;2000-02-18
2793235;Knockaround Guys (2001);2001;6.1 ;2002-10-11
3276985;The Pacifier (2005);2005;5.5 ;2005-03-04
2335063;Adam at Six A.M. (1970);1970;5.9 ;1970-09-22
2398445;Basic Instinct (1992);1992;6.9 ;1992-03-20
2551416;Disclosure (1994);1994;6.0 ;1994-12-09
2611129;Falling Down (1993);1993;7.6 ;1993-02-26
2687418;Haywire (2011);2011;5.8 ;2012-01-20
2719837;I Am (2010/III);2010;7.6 ;2011-02-01
2791258;Kiss Kiss Bang Bang (2005);2005;7.7 ;2005-11-18
3241111;The Gingerbread Man (1998);1998;5.7 ;1998-01-23
3250964;The Incredible Hulk (2008);2008;6.9 ;2008-06-13
3293081;The Shaggy Dog (2006);2006;4.4 ;2006-03-10
3344337;True Believer (1989);1989;6.7 ;1989-02-17
3349877;Two Girls and a Guy (1997);1997;5.6 ;1998-04-24
3352288;U.S. Marshals (1998);1998;6.5 ;1998-03-06
3184527;TRON (1982);1982;6.8 ;1982-07-09
2385481;Away All Boats (1956);1956;6.3 ;1956-08-16
2598795;Escapade in Japan (1957);1957;5.8 ;1957-11-01
2635987;Francis in the Navy (1955);1955;5.8 ;1955-08-24
2689683;Heartbreak Ridge (1986);1986;6.8 ;1986-12-05
2840177;Le streghe (1967);1967;6.2 ;1969-03-12
3152062;Space Cowboys (2000);2000;6.4 ;2000-08-04
3190692;Tarantula (1955);1955;6.5 ;1955-12-14
3405891;Who Is Candy Bernardino? (2010);2010;6.6 ;2010-03-01
2638119;Freejack (1992);1992;5.3 ;1992-01-17
2905199;Men at Work (1990);1990;5.9 ;1990-08-24
2917440;Mission: Impossible (1996);1996;7.1 ;1996-05-22
3276804;The Outsiders (1983);1983;7.2 ;1983-03-25
2736120;Impulse (1990);1990;5.6 ;1990-04-06
2645094;Futureworld (1976);1976;5.8 ;1976-08-13
2856234;Lilith (1964);1964;7.1 ;1964-09-27
2989223;Open Season (1974);1974;6.1 ;1974-08-01
3289233;The Rounders (1965);1965;6.2 ;1965-03-05
3305123;The Trouble with Bliss (2011);2011;5.4 ;2012-03-23
3312161;The Wild Angels (1966);1966;5.7 ;1966-07-20
2380212;Atari: Game Over (2014);2014;6.8 ;2014-11-20
2497495;Cowboys & Aliens (2011);2011;6.0 ;2011-07-29
2623911;Firewall (2006);2006;5.8 ;2006-02-10
2742024;Indiana Jones and the Kingdom of the Crystal Skull (2008);2008;6.2 ;2008-05-22
2860890;Living in the Age of Airplanes (2015);2015;8.4 ;2015-04-10
3058182;Random Hearts (1999);1999;5.0 ;1999-10-08
2880412;Mad Max 2 (1981);1981;7.6 ;1982-05-21
3130309;Signs (2002);2002;6.7 ;2002-08-02
3288051;The River (1984);1984;6.3 ;1984-12-19
2872782;Loverboy (1989);1989;5.9 ;1989-04-28
2312768;A Few Good Men (1992);1992;7.6 ;1992-12-11
2427916;Boat Trip (2002);2002;4.8 ;2003-03-21
3055248;Radio (2003);2003;6.9 ;2003-10-24
3059344;Rat Race (2001);2001;6.4 ;2001-08-17
3091277;Sacrifice (2011/I);2011;4.4 ;2011-04-26
2404190;Behind Enemy Lines (2001);2001;6.4 ;2001-11-30
2489194;Company Business (1991);1991;5.6 ;1991-09-06
2687001;Hawaii (1966);1966;6.5 ;1966-10-10
2691453;Heist (2001);2001;6.6 ;2001-11-09
2856234;Lilith (1964);1964;7.1 ;1964-09-27
2917552;Mississippi Burning (1988);1988;7.8 ;1989-01-27
3035224;Power (1986);1986;5.7 ;1986-01-31
3087037;Runaway Jury (2003);2003;7.1 ;2003-10-17
3176567;Superman IV: The Quest for Peace (1987);1987;3.7 ;1987-07-24
3276995;The Package (1989);1989;6.4 ;1989-08-25
3289342;The Royal Tenenbaums (2001);2001;7.6 ;2002-01-04
3397003;Welcome to Mooseport (2004);2004;5.2 ;2004-02-20
2966511;Nostradamus (1994);1994;5.8 ;1994-09-16
3259310;The Letters (2014/II);2014;8.5 ;2015-01-01
2731081;Il dominatore dei 7 mari (1962);1962;5.5 ;1963-03-01
3029941;Poliziotto superpiù (1980);1980;6.3 ;1981-10-02
3075975;Rise of the Guardians (2012);2012;7.3 ;2012-11-21
3418225;X-Men Origins: Wolverine (2009);2009;6.7 ;2009-05-01
3418331;X2 (2003);2003;7.5 ;2003-05-02
2456259;Captain America: The Winter Soldier (2014);2014;7.8 ;2014-04-04
2466212;Changing Lanes (2002);2002;6.5 ;2002-04-12
2554344;Do the Right Thing (1989);1989;7.9 ;1989-07-21
2638712;Fresh (1994);1994;7.7 ;1994-08-24
2666668;Goodfellas (1990);1990;8.7 ;1990-09-21
2770891;Juice (1992);1992;7.1 ;1992-01-17
2771722;Jumper (2008);2008;6.1 ;2008-02-14
2827075;Lakeview Terrace (2008);2008;6.1 ;2008-09-19
3051412;Quantum Quest: A Cassini Space Odyssey (2010);2010;5.2 ;2012-12-02
3086321;Rules of Engagement (2000);2000;6.4 ;2000-04-07
3089762;S.W.A.T. (2003);2003;6.0 ;2003-08-08
3106863;Sea of Love (1989);1989;6.8 ;1989-09-15
3141626;Snakes on a Plane (2006);2006;5.6 ;2006-08-18
3347362;Turbo (2013);2013;6.5 ;2013-07-17
3349259;Twisted (2004/I);2004;5.2 ;2004-02-27
3425630;You're Still Not Fooling Anybody (1997);1997;3.5 ;1997-02-07
2400472;Be Cool (2005);2005;5.6 ;2005-03-04
3424536;You Again (2010);2010;5.8 ;2010-09-24
2623368;Fire Birds (1990);1990;4.6 ;1990-05-25
2740477;In the Valley of Elah (2007);2007;7.2 ;2007-09-28
3086321;Rules of Engagement (2000);2000;6.4 ;2000-04-07
3152062;Space Cowboys (2000);2000;6.4 ;2000-08-04
3276995;The Package (1989);1989;6.4 ;1989-08-25
3352288;U.S. Marshals (1998);1998;6.5 ;1998-03-06
2366112;Annavaram (2006);2006;4.7 ;2006-12-29
2394123;Balu (2005);2005;6.0 ;2005-01-06
2395106;Bangaram (2006);2006;4.5 ;2006-05-05
3430019;Zatôichi chikemuri kaidô (1967);1967;7.6 ;1970-04-01
2399175;Batman Returns (1992);1992;7.0 ;1992-06-19
3335406;Touch and Go (1986);1986;5.8 ;1986-08-22
2361931;Andaaz (2003);2003;5.4 ;2003-05-23
2778021;Kambakkht Ishq (2009);2009;3.8 ;2009-07-03
3018820;Phir Hera Pheri (2006);2006;6.0 ;2006-06-09
2671554;Greystoke: The Legend of Tarzan, Lord of the Apes (1984);1984;6.3 ;1984-03-30
2698997;Highlander (1986);1986;7.2 ;1986-03-07
2414573;Big Mommas: Like Father, Like Son (2011);2011;4.3 ;2011-02-18
2554344;Do the Right Thing (1989);1989;7.9 ;1989-07-21
2967789;Nothing to Lose (1997);1997;6.7 ;1997-07-18
2441678;Bruce's Fists of Vengeance (1988);1988;4.0 ;1988-01-01
3128883;Si wang mo ta (1978);1978;6.5 ;1980-02-01
2664334;Golden Gate Girl (1941);1941;7.4 ;1941-05-27
3189423;Tang shan da xiong (1971);1971;7.1 ;1981-02-01
2346249;Alice in Wonderland (2010/I);2010;6.5 ;2010-03-05
2387842;Babes in Bagdad (1952);1952;5.2 ;1952-12-07
2401390;Beat Girl (1960);1960;6.5 ;1961-10-20
2457139;Caravans (1978);1978;6.6 ;1978-11-02
2563545;Dracula: Prince of Darkness (1966);1966;6.7 ;1966-01-12
2593758;End of the World (1977);1977;2.8 ;1977-08-01
2705060;Hollywood Chinese (2007);2007;8.3 ;2008-05-02
2714964;Howling II: Stirba - Werewolf Bitch (1985);1985;3.3 ;1986-01-01
2928050;Moulin Rouge (1952);1952;7.2 ;1952-12-23
2944196;Nachts, wenn Dracula erwacht (1970);1970;5.8 ;1973-01-01
3224069;The Crimson Pirate (1952);1952;7.4 ;1952-09-27
3228338;The Devil-Ship Pirates (1964);1964;6.1 ;1964-05-01
3248203;The Hobbit: An Unexpected Journey (2012);2012;8.0 ;2012-12-14
3271238;The Mummy (1959);1959;6.8 ;1959-12-16
3290448;The Satanic Rites of Dracula (1973);1973;5.5 ;1978-10-01
3295038;The Skull (1965);1965;6.3 ;1965-08-25
3305979;The Two Faces of Dr. Jekyll (1960);1960;6.5 ;1961-05-03
3122819;Shen long (1978);1978;7.0 ;1984-01-01
3122861;Shen tan guang tou mei (1982);1982;5.9 ;1983-03-01
3233618;The Expendables 2 (2012);2012;6.7 ;2012-08-17
3391247;War (2007);2007;6.3 ;2007-08-24
2513700;Dark Angel (1990);1990;6.0 ;1990-09-28
3079860;Rocky Balboa (2006);2006;7.2 ;2006-12-20
3161553;Stash House (2012);2012;4.8 ;2012-05-11
3233618;The Expendables 2 (2012);2012;6.7 ;2012-08-17
3281333;The Postman (1997);1997;5.9 ;1997-12-25
3391419;War Pigs (2015);2015;4.1 ;2015-09-18
2427916;Boat Trip (2002);2002;4.8 ;2003-03-21
2450954;Caesar and Cleopatra (1945);1945;6.4 ;1946-09-06
3154535;Spice World (1997);1997;3.3 ;1998-01-23
3201205;The 15th Annual American Comedy Awards (2001);2001;4.5 ;2001-04-24
3272062;The Naked Face (1984);1984;5.3 ;1984-06-01
2719837;I Am (2010/III);2010;7.6 ;2011-02-01
2722779;I Spy (2002);2002;5.4 ;2002-11-01
2734990;Imagine That (2009);2009;5.6 ;2009-06-12
3127520;Shrek 4-D (2003);2003;6.5 ;2009-09-01
3203598;The Adventures of Pluto Nash (2002);2002;3.7 ;2002-08-16
2318135;A Million Ways to Die in the West (2014);2014;6.1 ;2014-05-30
2399882;Battleship (2012);2012;5.9 ;2012-05-18
2595637;Entourage (2015);2015;7.2 ;2015-06-03
2605055;Excalibur (1981);1981;7.4 ;1981-04-10
2776249;Kahlil Gibran's The Prophet (2014);2014;6.8 ;2015-08-07
2951839;Nell (1994);1994;6.5 ;1994-12-23
2955462;Next of Kin (1989);1989;5.6 ;1989-10-20
3077813;Rob Roy (1995);1995;6.9 ;1995-04-14
3202606;The A-Team (2010);2010;6.8 ;2010-06-11
3220088;The Chronicles of Narnia: Prince Caspian (2008);2008;6.6 ;2008-05-16
3220095;The Chronicles of Narnia: The Voyage of the Dawn Treader (2010);2010;6.3 ;2010-12-10
3259083;The Lego Movie (2014);2014;7.8 ;2014-02-07
3273489;The Next Three Days (2010);2010;7.4 ;2010-11-19
2632367;Forced Vengeance (1982);1982;5.5 ;1982-07-30
3233618;The Expendables 2 (2012);2012;6.7 ;2012-08-17
2380911;Ator l'invincibile (1982);1982;2.9 ;1983-03-01
2599109;Escape to Grizzly Mountain (2000);2000;5.7 ;2000-01-01
2667401;Gosford Park (2001);2001;7.3 ;2002-01-18
3159917;Star (2001/I);2001;7.8 ;2001-06-01
2498665;Crazy Mama (1975);1975;5.7 ;1975-06-01
2736968;In Good Company (2004);2004;6.5 ;2005-01-14
2843176;Legion (2010);2010;5.2 ;2010-01-22
3233702;The Express (2008);2008;7.3 ;2008-10-10
3373185;Vantage Point (2008);2008;6.6 ;2008-02-22
2303957;47 Ronin (2013);2013;6.3 ;2013-12-25
2491982;Constantine (2005);2005;6.9 ;2005-02-18
2602966;Even Cowgirls Get the Blues (1993);1993;4.2 ;1994-05-20
2683549;Hard Ball (2001);2001;6.3 ;2001-09-14
3226333;The Day the Earth Stood Still (2008);2008;5.5 ;2008-12-12
3267559;The Matrix (1999);1999;8.  ;1999-03-31
3267564;The Matrix Reloaded (2003);2003;7.2 ;2003-05-15
2373205;Armored Command (1961);1961;5.1 ;1961-07-09
2528417;Deliverance (1972);1972;7.8 ;1972-07-30
2740029;In the Name of the King: A Dungeon Siege Tale (2007);2007;3.8 ;2008-01-11
3131013;Silent Movie (1976);1976;6.7 ;1976-06-16
3163712;Stick (1985);1985;5.4 ;1985-04-26
2310484;A Cry from Within (2014);2014;3.6 ;2014-04-03
2411579;Beyond the Trophy (2012);2012;5.1 ;2012-09-01
2514099;Dark Moon Rising (2015);2015;6.3 ;2015-08-04
2594152;Enemies Among Us (2010);2010;2.3 ;2010-01-01
2601385;Eternity: The Movie (2014);2014;7.3 ;2014-10-17
2690337;Heaven's Prisoners (1996);1996;5.7 ;1996-05-17
2743426;Inherent Vice (2014);2014;6.8 ;2015-01-09
2763316;Jet Set (2013);2013;6.8 ;2013-01-01
2926744;Most Wanted (1997);1997;5.5 ;1997-10-10
3035239;Power 98 (1996);1996;4.5 ;1996-05-17
3087065;Runaway Train (1985);1985;7.3 ;1985-12-06
3278989;The Perfect Summer (2013);2013;5.3 ;2013-07-13
3314408;The Wrath (2015);2015;7.4 ;2015-01-23
3398143;West End (2014);2014;5.9 ;2015-01-01
3405354;White T (2013);2013;3.1 ;2013-05-14
3412931;Witless Protection (2008);2008;3.1 ;2008-02-22
3033348;Poseidon (2006);2006;5.6 ;2006-05-12
3394594;We Are the World 25.75 (2010);2010;6.0 ;2010-11-29
3036741;Predator (1987);1987;7.8 ;1987-06-12
3064093;Red Sonja (1985);1985;4.9 ;1985-07-03
3093883;Salmagundi (2009);2009;7.0 ;2009-12-12
3197775;Terminator 3: Rise of the Machines (2003);2003;6.4 ;2003-07-02
3233618;The Expendables 2 (2012);2012;6.7 ;2012-08-17
3308610;The Villain (1979);1979;5.3 ;1979-07-27
3334876;Total Recall (1990);1990;7.5 ;1990-06-01
2326802;A Whale of a Tale (1976);1976;7.5 ;1977-02-01
2490565;Coneheads (1993);1993;5.2 ;1993-07-23
3051412;Quantum Quest: A Cassini Space Odyssey (2010);2010;5.2 ;2012-12-02
3312157;The Wild (2006);2006;5.4 ;2006-04-14
2656101;Ghost Taxi (1999);1999;4.0 ;1999-06-01
2347469;All Dogs Go to Heaven 2 (1996);1996;5.3 ;1996-03-29
2719837;I Am (2010/III);2010;7.6 ;2011-02-01
2873459;Lucas (1986);1986;6.8 ;1986-03-28
2884581;Major League II (1994);1994;5.4 ;1994-03-30
2905199;Men at Work (1990);1990;5.9 ;1990-08-24
3206059;The Arrival (1996);1996;6.3 ;1996-05-31
3403678;Where the Day Takes You (1991);1991;6.8 ;1992-09-11
2422377;Blade (1998);1998;7.1 ;1998-08-21
